INDFISCAL;Inscrição Imobiliária;Data Criação Alvará;Data Início Obra;Data Conclusão Obra;Logradouro;Número;Bairro;Grupo Zoneamento;Abrangência;Quantidade Pavimentos;Quantidade de Unidades Residênciais;Quantidade Unidades Não Residênciais;Número Alvará;Uso(s) Alvará;Sub-Uso(s) Alvará;Finalidade;Material(is);Metragem Área Remanescente;Metragem Construída Lote;Número de CAPACs Utilizadas;ACA-Área Adicional de Construção;Área Liberada;Metragem Área Reforma Alvará;Quantidade Blocos Alvará;Quantidade Sub-Solo Alvará;Autor do Projeto;Número Registro Crea/Cau AU;Responsável Técnico;Número Registro Crea/Cau RT;Firma Construtora;Número CVCO;Tipo Vistoria;Data Vistoria
11.099.009;01.1.0049.0022; 01/04/2014 ; 30/06/2014 ; 19/11/2014 ;XV DE NOVEMBRO;310;CENTRO;ZC - ZONA CENTRAL - SETOR ESPECIAL DE PEDESTRE - SEPE-XV;Unidade Regional Matriz;0;0;1;326.426;COMÉRCIO E SERVIÇO SETORIAL;******;REFORMA SIMPLIFICADA;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";390,00;0,00;0;0,00;3.729,24;3.729,19;0;0;;;;;;;;
12.011.016;01.1.0017.0314; 01/04/2014 ; 31/05/2014 ; 17/10/2014 ;GENERAL CARNEIRO;371;CENTRO;ZR4 - ZONA RESIDENCIAL 4 - INCENTIVO ALTO DA XV;Unidade Regional Matriz;0;0;0;326.410;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";502,55;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
19.041.006;59.0.0013.0296; 01/04/2014 ; 30/06/2014 ; 01/09/2015 ;ANTONIO KRASINSKI;436;ORLEANS;ZR3-T - ZONA RESIDENCIAL 3 TRANSIÇÃO;Unidade Regional Santa Felicidade;2;3;0;326.420;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";390,00;530,35;0;0,00;530,35;0,00;0;1;ANTONIO CARLOS LUZZI;PR0000006599D;ANTONIO CARLOS LUZZI;PR0000006599D;;;;
19.147.006;46.1.0037.0284; 01/04/2014 ; 30/06/2014 ;;TOBIAS DE MACEDO JÚNIOR;1.189;SANTO INÁCIO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;1;0;326.418;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";7.373,69;314,68;0;0,00;314,68;0,00;0;1;TATIANA SAKAGUTI WATANABE;A0344133;ERIVAN RODRIGUES DA SILVA JUNIOR;PR000010248100;;;;
23.011.002;10.0.0006.0124; 01/04/2014 ; 31/05/2014 ; 16/10/2015 ;DOUTOR CARLOS DE CARVALHO;1.841;BATEL;ZR3-T - ZONA RESIDENCIAL 3 TRANSIÇÃO;Unidade Regional Matriz;0;0;0;326.409;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";526,70;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
32.090.008;04.0.0030.0022; 01/04/2014 ; 31/05/2014 ; 28/07/2020 ;MAUÁ;615;ALTO DA GLÓRIA;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Matriz;0;0;0;326.411;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";354,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
42.093.012;25.0.0050.0016; 01/04/2014 ; 30/06/2014 ;;CHANCELER LAURO MULLER;327;PAROLIN;ZUM - ZONA DE USO MISTO 3;Unidade Regional Portao;2;4;0;326.424;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";486,88;720,90;0;0,00;720,90;0,00;0;1;IGOR SOLOTORIW;;IGOR SOLOTORIW;;;;;
49.067.103;44.4.0049.0112; 01/04/2014 ; 30/06/2014 ;;PADRE JOSÉ KENTENICH;420;CAMPO COMPRIDO;ZR1 - ZONA RESIDENCIAL 1;Unidade Regional Portao;2;1;0;326.423;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";49.189,00;775,54;0;0,00;775,54;0,00;1;1;JOAO CARLOS BORBA MENDES;PR0000019313D;JOAO CARLOS BORBA MENDES;PR0000019313D;;;;
59.024.093;63.2.0052.0242; 01/04/2014 ; 30/06/2014 ; 03/03/2020 ;ROSA FERRO CUMIN;40;SANTA FELICIDADE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;1;1;0;326.417;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";520,14;249,69;0;0,00;249,69;0,00;0;1;ANDRE FRYSZMAN;A0642819;SIMONE FRANZE MATIODA;PR0000024993D;;;;
62.011.006;25.0.0082.0186; 01/04/2014 ; 30/06/2014 ;;PROFESSOR PORTHOS VELOZO;558;PAROLIN;ZUM - ZONA DE USO MISTO 3;Unidade Regional Portao;4;24;0;326.416;HABITAÇÃO COLETIVA;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";552,00;1.096,25;0;0,00;1.096,25;0,00;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;ACIR MAGOS SALDANHA;PR0000005341D;;;;
