INDFISCAL;Inscrição Imobiliária;Data Criação Alvará;Data Início Obra;Data Conclusão Obra;Logradouro;Número;Bairro;Grupo Zoneamento;Abrangência;Quantidade Pavimentos;Quantidade de Unidades Residênciais;Quantidade Unidades Não Residênciais;Número Alvará;Uso(s) Alvará;Sub-Uso(s) Alvará;Finalidade;Material(is);Metragem Área Remanescente;Metragem Construída Lote;Número de CAPACs Utilizadas;ACA-Área Adicional de Construção;Área Liberada;Metragem Área Reforma Alvará;Quantidade Blocos Alvará;Quantidade Sub-Solo Alvará;Autor do Projeto;Número Registro Crea/Cau AU;Responsável Técnico;Número Registro Crea/Cau RT;Firma Construtora;Número CVCO;Tipo Vistoria;Data Vistoria
82.946.008;73.4.0114.0274; 01/04/2020 ; 30/06/2020 ; 18/11/2020 ;LUIZ DE CONTO;102;UMBARÁ;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Bairro Novo;2;2;0;368.294;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais; STEEL FRAME";140,00;145,98;0;0,00;145,98;0,00;0;0;ADRIANA DE CAMPOS;PR0000158473D;ADRIANA DE CAMPOS;PR0000158473D;;;;
84.902.008;65.4.0160.0018; 01/04/2020 ; 30/06/2020 ; 28/04/2021 ;ROSA MASSUQUETTO RONTSCHKY;160;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;2;3;0;368.293;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais; STEEL FRAME";217,86;230,83;0;0,00;230,83;0,00;0;0;NOBUO ENOMOTO;A0031305;NOBUO ENOMOTO;A0031305;;;;
14.018.029;05.0.0031.0462; 01/06/2020 ; 01/09/2020 ; 15/01/2021 ;DIAS DA ROCHA FILHO;1.144;ALTO DA RUA XV;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Matriz;0;0;0;369.303;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais; STEEL FRAME";1.949,74;0,00;0;0,00;0,00;0,00;0;0;;;RAFAELLA GONGRA;A1067109;MARAGI CONSTRUCOES CIVIS LTDA;;;
14.018.029;05.0.0031.0462; 01/06/2020 ; 01/09/2020 ; 22/12/2020 ;DIAS DA ROCHA FILHO;1.144;ALTO DA RUA XV;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Matriz;0;1;0;369.304;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais; STEEL FRAME";1.949,74;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
33.058.016;12.0.0071.0370; 01/06/2020 ; 01/09/2020 ; 07/01/2021 ;PROFESSORA ROSA SAPORSKI;294;MERCÊS;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Matriz;0;2;0;369.297;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais; STEEL FRAME";660,00;0,00;0;0,00;0,00;0,00;0;0;;;JOAO COSTA TEIXEIRA DE FREITAS;A0027006;MAUKHA ARQUITETURA LTDA;;;
34.066.012;17.0.0037.0232; 01/06/2020 ; 01/09/2020 ;;SIMÃO BOLÍVAR;927;HUGO LANGE;ZR3-T - ZONA RESIDENCIAL 3 TRANSIÇÃO;Unidade Regional Matriz;0;1;0;369.305;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais; STEEL FRAME";417,96;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
38.096.026;36.5.0042.0420; 01/06/2020 ;;;BRUNO LOBO;1.233;BAIRRO ALTO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;4;0;369.312;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais; STEEL FRAME";493,00;451,60;0;0,00;451,60;0,00;0;0;MARCELO BINDER DA SILVA;PR0000025983D;MARCELO BINDER DA SILVA;PR0000025983D;;;;
71.061.021;32.0.0098.0352; 01/06/2020 ;;;LEANDRO PILATTI;70;PILARZINHO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;3;0;369.307;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais; STEEL FRAME";520,29;669,30;0;0,00;669,30;0,00;0;1;LUCAS DE FRANCA LEVISKI;A0382779;JONATAS FERNANDES DOS PRAZERES;PR0000030150D;;;;
74.044.005;34.0.0038.0410; 01/06/2020 ;;;SANTO CELESTINO COLETO;880;BOA VISTA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Boa Vista;2;3;0;369.310;Habitação Unifamiliar;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais; STEEL FRAME";484,40;410,79;0;0,00;410,79;0,00;0;0;CELIA REGINA CORDEIRO;A0441856;CELIA REGINA CORDEIRO;A0441856;;;;
81.835.018;65.6.0143.0056; 01/06/2020 ; 31/08/2020 ;;DENISE MARIA CARNEIRO DE OLIVEIRA;62;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;2;1;0;369.299;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais; STEEL FRAME";291,56;280,36;0;0,00;280,36;0,00;0;0;CESAR AUGUSTO LAITNER DE LIMA;PR0000168573D;CESAR AUGUSTO LAITNER DE LIMA;PR0000168573D;;;;
