INDFISCAL;Inscrição Imobiliária;Data Criação Alvará;Data Início Obra;Data Conclusão Obra;Logradouro;Número;Bairro;Grupo Zoneamento;Abrangência;Quantidade Pavimentos;Quantidade de Unidades Residênciais;Quantidade Unidades Não Residênciais;Número Alvará;Uso(s) Alvará;Sub-Uso(s) Alvará;Finalidade;Material(is);Metragem Área Remanescente;Metragem Construída Lote;Número de CAPACs Utilizadas;ACA-Área Adicional de Construção;Área Liberada;Metragem Área Reforma Alvará;Quantidade Blocos Alvará;Quantidade Sub-Solo Alvará;Autor do Projeto;Número Registro Crea/Cau AU;Responsável Técnico;Número Registro Crea/Cau RT;Firma Construtora;Número CVCO;Tipo Vistoria;Data Vistoria
19.100.021;59.1.0049.0160; 01/02/2008 ; 02/05/2008 ; 22/05/2009 ;VIRGINIA DALABONA;1.202;ORLEANS;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;1;0;275.685;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";66.141,98;10.437,67;0;0,00;270,34;0,00;0;1;LUIZ HENRIQUE PINTO DIAS;PR0000031929D;DIOGO LINHARES DE CAMARGO;;;;;
19.101.024;59.1.0042.0554; 01/02/2008 ; 02/05/2008 ; 24/07/2009 ;TRÊS MARIAS;301;ORLEANS;ZUCII - ZONA DE URBANIZAÇÃO CONSOLIDADA II - APA PASSAÚNA;Unidade Regional Santa Felicidade;2;1;0;275.686;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";585,00;217,54;0;0,00;217,54;0,00;0;0;JORGE LUIZ LOPES;PR0000022125D;JORGE LUIZ LOPES;PR0000022125D;;;;
19.111.230;59.0.0001.0966; 01/02/2008 ; 02/05/2008 ;;CURITIBA PONTA GROSSA BR-277;3.931;ORLEANS;ZS1 - ZONA DE SERVIÇOS 1;Unidade Regional Santa Felicidade;1;0;1;275.684;COMÉRCIO E SERVIÇO GERAL;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";856,50;875,23;0;0,00;875,23;0,00;1;1;JULIANA CARRASCO FALAVINHA SOUZA;PR0000061106D;JULIANA CARRASCO FALAVINHA SOUZA;PR0000061106D;;;;
67.028.062;44.1.0004.0384; 01/02/2008 ; 02/05/2008 ;;JOSÉ BENEDITO COTTOLENGO;810;CAMPO COMPRIDO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Portao;2;1;0;275.690;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";24.704,78;4.341,69;0;0,00;480,67;0,00;0;1;LUCIANE GUESSE MAGALHAES - 0200003932DPR;PR0000023932D;LUCIANE GUESSE MAGALHAES - 0200003932DPR;PR0000023932D;M & M - ARQUITETURA E CONSTRUÇÕES LTDA;;;
76.061.015;35.1.0033.0350; 01/02/2008 ; 01/04/2008 ; 24/08/2009 ;ROBERTO LAMBACH;220;BACACHERI;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Boa Vista;0;0;0;275.689;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";750,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
81.934.022;66.2.0171.0110; 01/02/2008 ; 02/05/2008 ;;IZIDORO STAVITZKI;530;PINHEIRINHO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Pinheirinho;1;1;0;275.678;HABITAÇÃO UNIFAMILIAR;******;MORADIA POPULAR;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";129,00;61,40;0;0,00;61,40;0,00;0;0;;;;;;;;
83.680.023;73.2.0037.0174; 01/02/2008 ; 02/05/2008 ;;VICENTE NEGRELLO;37;UMBARÁ;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;1;1;0;275.676;HABITAÇÃO UNIFAMILIAR;******;MORADIA POPULAR;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";156,00;25,60;0;0,00;25,60;0,00;0;0;;;;;;;;
87.726.042;71.0.0031.0176; 01/02/2008 ; 02/05/2008 ;;BENEDITO GOMES DOS REIS;138;CAMPO DE SANTANA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;275.679;HABITAÇÃO UNIFAMILIAR;******;MORADIA POPULAR;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";140,00;63,28;0;0,00;63,28;0,00;0;0;;;;;;;;
92.141.038;51.2.0024.1042; 01/02/2008 ; 02/05/2008 ; 05/07/2018 ;OVÍDIO GARCEZ;445;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;275.687;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";32.359,38;7.832,18;0;0,00;73,93;0,00;0;0;IRENI SOUZA DE MORAIS;SC0000055289D;IRENI SOUZA DE MORAIS;SC0000055289D;;;;
12.084.008;05.0.0090.0044; 01/04/2008 ; 30/06/2008 ; 04/11/2008 ;SETE DE ABRIL;209;ALTO DA RUA XV;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Matriz;2;1;0;276.904;HABITAÇÃO UNIFAMILIAR;******;REFORMA E AMPLIAÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";473,00;196,30;0;0,00;117,00;79,30;0;0;LUCIANA DEBORA CORDEIRO JAROS;;CARLOS ROBERTO MORETTI ZULATTO;SP0000134683D;;;;
